Name	Label	Concept	Required	Limit	Predicate Type	data_label
DP02_0032PE	"MARITAL STATUS!!Females 15 years and over!!Now married, except separated"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"MARITAL STATUS!!Females 15 years and over!!Now married, except separated"
DP02_0032PM	"MARITAL STATUS!!Females 15 years and over!!Now married, except separated"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"MARITAL STATUS!!Females 15 years and over!!Now married, except separated"
DP02_0033E	MARITAL STATUS!!Females 15 years and over!!Separated	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	MARITAL STATUS!!Females 15 years and over!!Separated
DP02_0033M	MARITAL STATUS!!Females 15 years and over!!Separated	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	MARITAL STATUS!!Females 15 years and over!!Separated
DP02_0033PE	MARITAL STATUS!!Females 15 years and over!!Separated	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	MARITAL STATUS!!Females 15 years and over!!Separated
DP02_0033PM	MARITAL STATUS!!Females 15 years and over!!Separated	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	MARITAL STATUS!!Females 15 years and over!!Separated
DP02_0034E	MARITAL STATUS!!Females 15 years and over!!Widowed	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	MARITAL STATUS!!Females 15 years and over!!Widowed
DP02_0034M	MARITAL STATUS!!Females 15 years and over!!Widowed	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	MARITAL STATUS!!Females 15 years and over!!Widowed
DP02_0034PE	MARITAL STATUS!!Females 15 years and over!!Widowed	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	MARITAL STATUS!!Females 15 years and over!!Widowed
DP02_0034PM	MARITAL STATUS!!Females 15 years and over!!Widowed	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	MARITAL STATUS!!Females 15 years and over!!Widowed
DP02_0035E	MARITAL STATUS!!Females 15 years and over!!Divorced	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	MARITAL STATUS!!Females 15 years and over!!Divorced
DP02_0035M	MARITAL STATUS!!Females 15 years and over!!Divorced	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	MARITAL STATUS!!Females 15 years and over!!Divorced
DP02_0035PE	MARITAL STATUS!!Females 15 years and over!!Divorced	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	MARITAL STATUS!!Females 15 years and over!!Divorced
DP02_0035PM	MARITAL STATUS!!Females 15 years and over!!Divorced	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	MARITAL STATUS!!Females 15 years and over!!Divorced
DP02_0036E	FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months
DP02_0036M	FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months
DP02_0036PE	FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months
DP02_0036PM	FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months
DP02_0037E	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)"
DP02_0037M	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)"
DP02_0037PE	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)"
DP02_0037PM	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)"
DP02_0038E	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
DP02_0038M	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
DP02_0038PE	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
DP02_0038PM	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
DP02_0039E	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"
DP02_0039M	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"
DP02_0039PE	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"
DP02_0039PM	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"
DP02_0040E	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"
DP02_0040M	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"
DP02_0040PE	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"
DP02_0040PM	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"
DP02_0041E	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"
DP02_0041M	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"
DP02_0041PE	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"
DP02_0041PM	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"
DP02_0042E	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"
DP02_0042M	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"
DP02_0042PE	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"
DP02_0042PM	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	"FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"
DP02_0043E	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years
DP02_0043M	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years
DP02_0043PE	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years
DP02_0043PM	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years
DP02_0044E	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren
DP02_0044M	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren
DP02_0044PE	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren
DP02_0044PM	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren
DP02_0045E	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year
DP02_0045M	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year
DP02_0045PE	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year
DP02_0045PM	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year	SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES	not required		int	GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year
